ReviewID	SentenceID	Text	Tokens
1206	1206_10	Still have the drunken patrons on elevators, etc. Overall, the hotel was really good, and I am extremely lucky about hotels.	["Still","have","the","drunken","patrons","on","elevators",",","etc.","Overall",",","the","hotel","was","really","good",",","and","I","am","extremely","lucky","about","hotels","."]
1207	1207_0	Enjoyed the Venetian very much.	["Enjoyed","the","Venetian","very","much","."]
1207	1207_1	Excellent facilities and amenities.	["Excellent","facilities","and","amenities","."]
1208	1208_0	I've stayed at a few hotels now on the strip and they can't hold a candle to the Venetian.	["I","'ve","stayed","at","a","few","hotels","now","on","the","strip","and","they","ca","n't","hold","a","candle","to","the","Venetian","."]
1209	1209_0	We stayed 3 nights and used the hotel for about 80% of our experience.	["We","stayed","3","nights","and","used","the","hotel","for","about","80","%","of","our","experience","."]
1209	1209_1	Lots of things to do without leaving the premises.	["Lots","of","things","to","do","without","leaving","the","premises","."]
1210	1210_0	The best hotel and location every think top of the line	["The","best","hotel","and","location","every","think","top","of","the","line"]
1211	1211_0	The best hotel for every one and all type of people	["The","best","hotel","for","every","one","and","all","type","of","people"]
1212	1212_0	The first day at Venetian, our flight was early so we could not check in right away.	["The","first","day","at","Venetian",",","our","flight","was","early","so","we","could","not","check","in","right","away","."]
1212	1212_1	We went to have breakfast and do some shopping so I called the front desk to leave my cell phone number for them to call when our room was ready.	["We","went","to","have","breakfast","and","do","some","shopping","so","I","called","the","front","desk","to","leave","my","cell","phone","number","for","them","to","call","when","our","room","was","ready","."]
1212	1212_2	The person at the front desk demanded that I return to the front desk to leave my number, would not take my number over the phone.	["The","person","at","the","front","desk","demanded","that","I","return","to","the","front","desk","to","leave","my","number",",","would","not","take","my","number","over","the","phone","."]
1212	1212_3	I called the service manager to complain and we was ""cut off"".	["I","called","the","service","manager","to","complain","and","we","was","''","``","cut","off","''","''","."]
1212	1212_4	We got into our room and when my girlfriend took a bath, the water from the tub backed up into the shower with a bunch of black sludge.	["We","got","into","our","room","and","when","my","girlfriend","took","a","bath",",","the","water","from","the","tub","backed","up","into","the","shower","with","a","bunch","of","black","sludge","."]
1212	1212_5	We called maintenance and they came up to fix it right away.	["We","called","maintenance","and","they","came","up","to","fix","it","right","away","."]
1212	1212_6	Day two, bath number two, tub water backed up into the shower again, no black sludge this time.	["Day","two",",","bath","number","two",",","tub","water","backed","up","into","the","shower","again",",","no","black","sludge","this","time","."]
1212	1212_7	Called maintenance again, they came to the room and flushed the drain again, offered us a new room if it happened again.	["Called","maintenance","again",",","they","came","to","the","room","and","flushed","the","drain","again",",","offered","us","a","new","room","if","it","happened","again","."]
1212	1212_8	Days 3 and 4, no issues.	["Days","3","and","4",",","no","issues","."]
1212	1212_9	The only other issue was the temperature in the hotel was freezing cold the first three days.	["The","only","other","issue","was","the","temperature","in","the","hotel","was","freezing","cold","the","first","three","days","."]
1212	1212_10	Day 4 temperature was manageable.	["Day","4","temperature","was","manageable","."]
1213	1213_1	Rooms were very clean and organized.	["Rooms","were","very","clean","and","organized","."]
1213	1213_2	The whole experience was awesome!	["The","whole","experience","was","awesome","!"]
1213	1213_3	They brought me pretty much anything I needed to my room.	["They","brought","me","pretty","much","anything","I","needed","to","my","room","."]
1213	1213_4	Extra towels, extra pillows, iPod speakers (even though the room already came with and iPod dock)	["Extra","towels",",","extra","pillows",",","iPod","speakers","(","even","though","the","room","already","came","with","and","iPod","dock",")"]
1214	1214_0	THIS IS A GREAT HOTEL AT THE BOTTOM OF THE STRIP.	["THIS","IS","A","GREAT","HOTEL","AT","THE","BOTTOM","OF","THE","STRIP","."]
1214	1214_1	WE MADE THE MISTAKE OF BOOKING OVER THE LABOUR DAY HOLIDAY.	["WE","MADE","THE","MISTAKE","OF","BOOKING","OVER","THE","LABOUR","DAY","HOLIDAY","."]
1214	1214_2	SO THE HOTEL WAS FULL OF YOUNG PEOPLE MAKING THE MOST OF THE LAST POOL PARTIES.	["SO","THE","HOTEL","WAS","FULL","OF","YOUNG","PEOPLE","MAKING","THE","MOST","OF","THE","LAST","POOL","PARTIES","."]
1214	1214_3	SO THERE WAS A MUCH YOUNDER CLIENTAL ON THE HOTEL THAN ON PREVIOUS OCCASIONS THAT WE HAVE STAYED THERE.	["SO","THERE","WAS","A","MUCH","YOUNDER","CLIENTAL","ON","THE","HOTEL","THAN","ON","PREVIOUS","OCCASIONS","THAT","WE","HAVE","STAYED","THERE","."]
1215	1215_0	This suite had plenty of room for three people...	["This","suite","had","plenty","of","room","for","three","people","..."]
1215	1215_2	the beds were comfortable and the bathroom was really large.	["the","beds","were","comfortable","and","the","bathroom","was","really","large","."]
1215	1215_3	We enjoyed our stay at the Venetian.	["We","enjoyed","our","stay","at","the","Venetian","."]
1218	1218_0	After many searchs for the perfect hotel for my family holiday weekend.	["After","many","searchs","for","the","perfect","hotel","for","my","family","holiday","weekend","."]
1218	1218_1	I choose this hotel.	["I","choose","this","hotel","."]
1218	1218_2	Beautiful or any other similar word is not enough to describe it .	["Beautiful","or","any","other","similar","word","is","not","enough","to","describe","it","."]
1218	1218_3	We were expecting  Long wait lines or hard to manage or get to the hotel  etc .	["We","were","expecting","Long","wait","lines","or","hard","to","manage","or","get","to","the","hotel","etc","."]
1218	1218_5	To our surprise we found the hotel, valet our  car , checked in and found our room in less then 20 min.	["To","our","surprise","we","found","the","hotel",",","valet","our","car",",","checked","in","and","found","our","room","in","less","then","20","min","."]
1218	1218_6	This was during the labor day weekend .	["This","was","during","the","labor","day","weekend","."]
1218	1218_7	We stayed at the Bella suite , very spacious and nice decor .	["We","stayed","at","the","Bella","suite",",","very","spacious","and","nice","decor","."]
1218	1218_8	The pillows were comfortable but had a weird smell.	["The","pillows","were","comfortable","but","had","a","weird","smell","."]
1218	1218_9	You can request different ones.	["You","can","request","different","ones","."]
1218	1218_10	Near are other hotels , short walks to casinos , shops , and restaurants but also longs walks to other major hotels and restaurants so be prepare !	["Near","are","other","hotels",",","short","walks","to","casinos",",","shops",",","and","restaurants","but","also","longs","walks","to","other","major","hotels","and","restaurants","so","be","prepare","!"]
1218	1218_13	Willl stay here again	["Willl","stay","here","again"]
1219	1219_0	The hotel was staffed with knowledgable friendly and professional staff from the valet through the casino.	["The","hotel","was","staffed","with","knowledgable","friendly","and","professional","staff","from","the","valet","through","the","casino","."]
1219	1219_1	They were always willing to help, direct, or advise when asked and made staying in such a large place more personal.	["They","were","always","willing","to","help",",","direct",",","or","advise","when","asked","and","made","staying","in","such","a","large","place","more","personal","."]
1219	1219_2	Would go back in a minute.	["Would","go","back","in","a","minute","."]
1221	1221_0	We have stayed at most of the hotels on the strip and although we have had other great experiences other places, this was one we will return to.	["We","have","stayed","at","most","of","the","hotels","on","the","strip","and","although","we","have","had","other","great","experiences","other","places",",","this","was","one","we","will","return","to","."]
1221	1221_1	The location is perfect, the restaurants are 5 star (Bouchon for brunch is a must), the rooms are spacious with spectacular bathrooms, and staying in the Venetian tower is really quite close getting back on on the strip.	["The","location","is","perfect",",","the","restaurants","are","5","star","(","Bouchon","for","brunch","is","a","must",")",",","the","rooms","are","spacious","with","spectacular","bathrooms",",","and","staying","in","the","Venetian","tower","is","really","quite","close","getting","back","on","on","the","strip","."]
1221	1221_2	I love that they have a coffee bean and a juice bar super close to the elevators for those mornings you aren't feeling the best :).	["I","love","that","they","have","a","coffee","bean","and","a","juice","bar","super","close","to","the","elevators","for","those","mornings","you","are","n't","feeling","the","best",":)","."]
1221	1221_3	If starbucks is your thing, it's right across the street - about a 3 minute walk.	["If","starbucks","is","your","thing",",","it","'s","right","across","the","street","-","about","a","3","minute","walk","."]
1221	1221_5	The visuals of this hotel are beautiful and it is maintained to perfection.	["The","visuals","of","this","hotel","are","beautiful","and","it","is","maintained","to","perfection","."]
1221	1221_6	Thank you Venetian, we will be back!	["Thank","you","Venetian",",","we","will","be","back","!"]
1222	1222_0	When I didn't like was we were awaken up at about 5 o'clock in the morning with a loud clacking clicking noise coming from the bathroom pipes and that went on for a while and that was not good since we went to sleep at 3 o'clock in the morning.	["When","I","did","n't","like","was","we","were","awaken","up","at","about","5","o'clock","in","the","morning","with","a","loud","clacking","clicking","noise","coming","from","the","bathroom","pipes","and","that","went","on","for","a","while","and","that","was","not","good","since","we","went","to","sleep","at","3","o'clock","in","the","morning","."]
1223	1223_0	Everythings are perfect, We are planning to come back soon , is the best .	["Everythings","are","perfect",",","We","are","planning","to","come","back","soon",",","is","the","best","."]
1224	1224_0	I was staying two nights in The Venetian on September for my honeymoon.	["I","was","staying","two","nights","in","The","Venetian","on","September","for","my","honeymoon","."]
1224	1224_1	Hotel put me in the 5th floor with ""air conditioning "" view.	["Hotel","put","me","in","the","5th","floor","with","''","``","air","conditioning","''","''","view","."]
1224	1224_2	When open the window, we only can see the roof Of another building with tons of A/C.	["When","open","the","window",",","we","only","can","see","the","roof","Of","another","building","with","tons","of","A","/","C","."]
1224	1224_3	Room condition was alright, but a little old.	["Room","condition","was","alright",",","but","a","little","old","."]
1224	1224_4	Swimming pool seems little small for this busy hotel.	["Swimming","pool","seems","little","small","for","this","busy","hotel","."]
1224	1224_5	With spending over $500 to stay 2 nights here, I rather stay in other hotels next time travelling in vagas.	["With","spending","over","500","to","stay","2","nights","here",",","I","rather","stay","in","other","hotels","next","time","travelling","in","vagas","."]
1225	1225_0	Had a wonderful time.	["Had","a","wonderful","time","."]
1225	1225_1	Will stay here again on next Las Vegas visit.	["Will","stay","here","again","on","next","Las","Vegas","visit","."]
1226	1226_0	We took a short mother daughter getaway for Labor Day weekend.	["We","took","a","short","mother","daughter","getaway","for","Labor","Day","weekend","."]
1228	1228_3	My only gripe, and its in most vegas hotels, but the walk from the room to the valet is always way too far.	["My","only","gripe",",","and","its","in","most","vegas","hotels",",","but","the","walk","from","the","room","to","the","valet","is","always","way","too","far","."]
1228	1228_4	Its almost painful how far it is.	["Its","almost","painful","how","far","it","is","."]
1228	1228_5	I've stayed at almost 50% of the hotels in vegas.	["I","'ve","stayed","at","almost","50","%","of","the","hotels","in","vegas","."]
1228	1228_6	The venetian is very nice but not much better than the other 5-star suites in vegas.	["The","venetian","is","very","nice","but","not","much","better","than","the","other","5-star","suites","in","vegas","."]
1228	1228_7	What was unique was the sunken living room area, which was cool because i have never stayed in a hotel with that type of living room.	["What","was","unique","was","the","sunken","living","room","area",",","which","was","cool","because","i","have","never","stayed","in","a","hotel","with","that","type","of","living","room","."]
1229	1229_0	We love the options available in this hotel to eat, drink, spa, party, relax, gamble, etc. etc. What a great place to stay at a reasonable rate even over the weekend.	["We","love","the","options","available","in","this","hotel","to","eat",",","drink",",","spa",",","party",",","relax",",","gamble",",","etc.","etc.","What","a","great","place","to","stay","at","a","reasonable","rate","even","over","the","weekend","."]
1229	1229_1	But there is really no such thing as a weekend in Vegas ...	["But","there","is","really","no","such","thing","as","a","weekend","in","Vegas","..."]
1229	1229_2	the adult playland is a 24/7 gig!	["the","adult","playland","is","a","24/7","gig","!"]
1230	1230_0	Lots of shopping, you never have to leave the hotel for anything!	["Lots","of","shopping",",","you","never","have","to","leave","the","hotel","for","anything","!"]
1231	1231_0	Very cleaned and comforts.	["Very","cleaned","and","comforts","."]
1231	1231_1	My son love swimming pool while my wife enjoying the slot machines.	["My","son","love","swimming","pool","while","my","wife","enjoying","the","slot","machines","."]
1232	1232_0	Everything was awesome at the venetian.	["Everything","was","awesome","at","the","venetian","."]
1232	1232_1	Thee room, food, service, shops.	["Thee","room",",","food",",","service",",","shops","."]
1233	1233_0	Fantastic service and staff went out of there way to make it a great stay,	["Fantastic","service","and","staff","went","out","of","there","way","to","make","it","a","great","stay",","]
1234	1234_0	My husband and I stayed at the Venetian while coming to Vegas for a few days to attend a concert.	["My","husband","and","I","stayed","at","the","Venetian","while","coming","to","Vegas","for","a","few","days","to","attend","a","concert","."]
1234	1234_1	We had never been to the Venetian, but all of the reviews that I had read prior to our stay were very positive.	["We","had","never","been","to","the","Venetian",",","but","all","of","the","reviews","that","I","had","read","prior","to","our","stay","were","very","positive","."]
1234	1234_2	Our stay was no different.	["Our","stay","was","no","different","."]
1234	1234_3	The hotel staff at check-in were fantastic.	["The","hotel","staff","at","check","-","in","were","fantastic","."]
1234	1234_4	When we got to our room, we were blown away by the size, set-up, and cleanliness.	["When","we","got","to","our","room",",","we","were","blown","away","by","the","size",",","set","-","up",",","and","cleanliness","."]
1234	1234_5	We booked a basic luxury suite and was upgraded to the same type of room with a beautiful view of the strip, including the volcano show.	["We","booked","a","basic","luxury","suite","and","was","upgraded","to","the","same","type","of","room","with","a","beautiful","view","of","the","strip",",","including","the","volcano","show","."]
1234	1234_6	The entire hotel was fantastic with all of the shops, restaurants, and the casino was one of my favorites that I had been in.	["The","entire","hotel","was","fantastic","with","all","of","the","shops",",","restaurants",",","and","the","casino","was","one","of","my","favorites","that","I","had","been","in","."]
1234	1234_7	Additionally, the fact that you could walk straight through to the Palazzo was an added bonus.	["Additionally",",","the","fact","that","you","could","walk","straight","through","to","the","Palazzo","was","an","added","bonus","."]
1234	1234_8	I honestly would have been content never leaving the hotel.	["I","honestly","would","have","been","content","never","leaving","the","hotel","."]
1234	1234_9	If you do plan on venturing out, the location is perfect and is located right in the center of it all.	["If","you","do","plan","on","venturing","out",",","the","location","is","perfect","and","is","located","right","in","the","center","of","it","all","."]
1234	1234_10	If ever back in Vegas, there it no doubt that we will be staying at the Venetian again.	["If","ever","back","in","Vegas",",","there","it","no","doubt","that","we","will","be","staying","at","the","Venetian","again","."]
1235	1235_0	Rooms held in sound pretty well.	["Rooms","held","in","sound","pretty","well","."]
1236	1236_0	We have just positive experiences with a small slips: smoky restroom and inadequate packing of shampoo.	["We","have","just","positive","experiences","with","a","small","slips",":","smoky","restroom","and","inadequate","packing","of","shampoo","."]
1236	1236_1	Otherwise everything was excellent!	["Otherwise","everything","was","excellent","!"]
1237	1237_0	The hotel and staff were great.	["The","hotel","and","staff","were","great","."]
1237	1237_1	The only issue withour room was it was too dark as the lighting was to dim.	["The","only","issue","withour","room","was","it","was","too","dark","as","the","lighting","was","to","dim","."]
1238	1238_0	I was in Las Vegas for two reasons; to attend a friends funeral and to have a reunion with a family member.	["I","was","in","Las","Vegas","for","two","reasons",";","to","attend","a","friends","funeral","and","to","have","a","reunion","with","a","family","member","."]
1238	1238_1	I selected the Venetian because I wanted to pamper myself during an emotional time and my family member and I were planning a trip to Italy and we wanted to kind of set the mood for our trip and have a sense of the country.	["I","selected","the","Venetian","because","I","wanted","to","pamper","myself","during","an","emotional","time","and","my","family","member","and","I","were","planning","a","trip","to","Italy","and","we","wanted","to","kind","of","set","the","mood","for","our","trip","and","have","a","sense","of","the","country","."]
1238	1238_2	However, There needs to be a coffeemaker in the rooms.	["However",",","There","needs","to","be","a","coffeemaker","in","the","rooms","."]
1238	1238_3	The hotel is so large, that we had to go so far to get a cup of coffee...	["The","hotel","is","so","large",",","that","we","had","to","go","so","far","to","get","a","cup","of","coffee","..."]
1238	1238_4	this was very inconvenient.	["this","was","very","inconvenient","."]
1238	1238_5	We had to get up, dress, go get coffee, come back, shower, dress and then go to our appointments.	["We","had","to","get","up",",","dress",",","go","get","coffee",",","come","back",",","shower",",","dress","and","then","go","to","our","appointments","."]
1239	1239_1	Big rooms, great location.	["Big","rooms",",","great","location","."]
1239	1239_2	Take advantage of the tram that runs behind Harrahs, short walk from the Venetian.	["Take","advantage","of","the","tram","that","runs","behind","Harrahs",",","short","walk","from","the","Venetian","."]
1239	1239_3	Hotel guests get in free to tao nightclub til' midnight-we showed up at 1230 -didn't go in.	["Hotel","guests","get","in","free","to","tao","nightclub","til","'","midnight","-","we","showed","up","at","1230","-","did","n't","go","in","."]
1239	1239_4	Great pool with fun music- have a Tao pool club too.	["Great","pool","with","fun","music","-","have","a","Tao","pool","club","too","."]
1239	1239_5	Saw Zarkana at Aria while we were there cool circus show.	["Saw","Zarkana","at","Aria","while","we","were","there","cool","circus","show","."]
1240	1240_0	Rooms are spacious and well maintained.	["Rooms","are","spacious","and","well","maintained","."]
1240	1240_1	Our only problem was that when we checked in our room had not been vacuumed properly and we found some food on the floor.	["Our","only","problem","was","that","when","we","checked","in","our","room","had","not","been","vacuumed","properly","and","we","found","some","food","on","the","floor","."]
1240	1240_2	Maid service was adequate but they could have done a better job.	["Maid","service","was","adequate","but","they","could","have","done","a","better","job","."]
1240	1240_3	Parking was confusing when checking in since there are two valet locations which were not clearly marked, one was for registration and another for visitors.	["Parking","was","confusing","when","checking","in","since","there","are","two","valet","locations","which","were","not","clearly","marked",",","one","was","for","registration","and","another","for","visitors","."]
1240	1240_4	Overall the Hotel is in a great location and the connecting shops and restaurants are all you need.	["Overall","the","Hotel","is","in","a","great","location","and","the","connecting","shops","and","restaurants","are","all","you","need","."]
1240	1240_5	You never have to leave the Hotel for a quick Vegas getaway.	["You","never","have","to","leave","the","Hotel","for","a","quick","Vegas","getaway","."]
1241	1241_3	The casino isn't so big, but the hotel is very beautiful.	["The","casino","is","n't","so","big",",","but","the","hotel","is","very","beautiful","."]
1242	1242_0	Great hotel, fantastic room, great staff.	["Great","hotel",",","fantastic","room",",","great","staff","."]
1242	1242_1	Location is perfect - could stay just within the main facility, but great access to the rest of the strip.	["Location","is","perfect","-","could","stay","just","within","the","main","facility",",","but","great","access","to","the","rest","of","the","strip","."]
1243	1243_0	Very impressed with many aspects of our stay!	["Very","impressed","with","many","aspects","of","our","stay","!"]
1243	1243_2	I felt very safe and comfortable.	["I","felt","very","safe","and","comfortable","."]
1243	1243_3	Room was huge with very comfortable bed, clean and big bathroom and with a great view; even though it didn't face the strip.	["Room","was","huge","with","very","comfortable","bed",",","clean","and","big","bathroom","and","with","a","great","view",";","even","though","it","did","n't","face","the","strip","."]
1243	1243_4	The conveniences were fantastic!	["The","conveniences","were","fantastic","!"]
1243	1243_5	Great location on the strip,  fabulous restaurants to choose from (supper at Tao was divine!	["Great","location","on","the","strip",",","fabulous","restaurants","to","choose","from","(","supper","at","Tao","was","divine","!"]
1243	1243_6	), good selection of shops, and Rock of Ages had us singing all night!	[")",",","good","selection","of","shops",",","and","Rock","of","Ages","had","us","singing","all","night","!"]
1243	1243_7	We have been to Vegas before and now are asking ourselves: why did we stay anywhere else?	["We","have","been","to","Vegas","before","and","now","are","asking","ourselves",":","why","did","we","stay","anywhere","else","?"]
1243	1243_8	From now on its the Venetian and the Palazzo for sure.	["From","now","on","its","the","Venetian","and","the","Palazzo","for","sure","."]
1244	1244_0	The suite was comfortable and provided some luxury.	["The","suite","was","comfortable","and","provided","some","luxury","."]
1244	1244_1	The location is quite convenient for activities and events.	["The","location","is","quite","convenient","for","activities","and","events","."]
1246	1246_1	The staff went out of their way to greet, and help you	["The","staff","went","out","of","their","way","to","greet",",","and","help","you"]
1247	1247_0	Great place to stay, I would highly recommend it.	["Great","place","to","stay",",","I","would","highly","recommend","it","."]
1248	1248_0	The entire facility was gorgeous and very well maintained.	["The","entire","facility","was","gorgeous","and","very","well","maintained","."]
1248	1248_1	The rooms are large and comfortable.	["The","rooms","are","large","and","comfortable","."]
1248	1248_2	You could spend your entire trip on the premises and not have to leave...	["You","could","spend","your","entire","trip","on","the","premises","and","not","have","to","leave","..."]
1250	1250_0	We had a bad experience with Room services , the lady knok the door like a earthquake we are sleeping and forget put the sign do not disturbe.	["We","had","a","bad","experience","with","Room","services",",","the","lady","knok","the","door","like","a","earthquake","we","are","sleeping","and","forget","put","the","sign","do","not","disturbe","."]
1250	1250_1	And the security Check point before Room elevator very rude.	["And","the","security","Check","point","before","Room","elevator","very","rude","."]
1252	1252_0	Our first weekend in Vegas we stayed at the Tahiti Village and LOVED it.	["Our","first","weekend","in","Vegas","we","stayed","at","the","Tahiti","Village","and","LOVED","it","."]
1252	1252_1	We then went ti Disneyland and then came back through Vegas.	["We","then","went","ti","Disneyland","and","then","came","back","through","Vegas","."]
1252	1252_2	So our second stay we stayed at the Venetian.	["So","our","second","stay","we","stayed","at","the","Venetian","."]
1252	1252_4	The room was nothing special for how much we paid.	["The","room","was","nothing","special","for","how","much","we","paid","."]
1252	1252_5	Charged $25 a day for internet!	["Charged","25","a","day","for","internet","!"]
1252	1252_6	Even the Ramada had free internet!	["Even","the","Ramada","had","free","internet","!"]
1252	1252_7	No fridge or microwave.	["No","fridge","or","microwave","."]
1252	1252_8	The pool was super lame.	["The","pool","was","super","lame","."]
1252	1252_9	Overall I would just say that I wouldn't go back.	["Overall","I","would","just","say","that","I","would","n't","go","back","."]
1252	1252_10	Waste of money...	["Waste","of","money","..."]
1252	1252_12	Oh and the lost or car in the valet so we had to wait 30 minutes for them to find it...	["Oh","and","the","lost","or","car","in","the","valet","so","we","had","to","wait","30","minutes","for","them","to","find","it","..."]
1254	1254_0	no free bottle water , no tooth brush , sleep shoes, no tooth phase	["no","free","bottle","water",",","no","tooth","brush",",","sleep","shoes",",","no","tooth","phase"]
1256	1256_0	We personnaly felt in love the canal and its gondolas.	["We","personnaly","felt","in","love","the","canal","and","its","gondolas","."]
1256	1256_1	And Bouchon was a delight with terrific croissants	["And","Bouchon","was","a","delight","with","terrific","croissants"]
1257	1257_0	Stayed at the suite.	["Stayed","at","the","suite","."]
1257	1257_1	Large room with comfortable beds.	["Large","room","with","comfortable","beds","."]
1259	1259_2	Housekeeping came early even though we had do not disturb sign on the door.	["Housekeeping","came","early","even","though","we","had","do","not","disturb","sign","on","the","door","."]
1259	1259_3	Not spectacular but good.	["Not","spectacular","but","good","."]
1260	1260_0	We were celebrating our 15th wedding anniversary.	["We","were","celebrating","our","15th","wedding","anniversary","."]
1260	1260_1	We visited many hotels along the strip but The Venetian is by far the most breath-taking of them all.	["We","visited","many","hotels","along","the","strip","but","The","Venetian","is","by","far","the","most","breath","-","taking","of","them","all","."]
1261	1261_0	Nothing to really complain about, staff was friendly where ever you were.	["Nothing","to","really","complain","about",",","staff","was","friendly","where","ever","you","were","."]
1261	1261_1	It was a big hotel but you got the hang of it rather quickly.	["It","was","a","big","hotel","but","you","got","the","hang","of","it","rather","quickly","."]
1262	1262_0	Weve been wanting to try orher new/contemporary hotels nearby along the strip.	["Weve","been","wanting","to","try","orher","new","/","contemporary","hotels","nearby","along","the","strip","."]
1262	1262_1	But my heart just wants Venetian...	["But","my","heart","just","wants","Venetian","..."]
1262	1262_5	We love it here, from food, to shows, to clubs.	["We","love","it","here",",","from","food",",","to","shows",",","to","clubs","."]
1262	1262_7	And of course the room!	["And","of","course","the","room","!"]
1262	1262_8	The only thing that I gave 3stars is about the bath tub.	["The","only","thing","that","I","gave","3stars","is","about","the","bath","tub","."]
1262	1262_9	Theres short hairs and black in the side of the tub.	["Theres","short","hairs","and","black","in","the","side","of","the","tub","."]
1262	1262_10	Which is definitely not my golden ash hair and not hubbys shaved head.	["Which","is","definitely","not","my","golden","ash","hair","and","not","hubbys","shaved","head","."]
1262	1262_11	But other than that its clean.	["But","other","than","that","its","clean","."]
1262	1262_12	Cant wait to bring our 2 boys next visit!	["Cant","wait","to","bring","our","2","boys","next","visit","!"]
1263	1263_0	Considering what I paid for the hotel, I expected much more in a way of Customer Service.	["Considering","what","I","paid","for","the","hotel",",","I","expected","much","more","in","a","way","of","Customer","Service","."]
1263	1263_1	Just having a clean good looking hotel does not make it a great hotel...	["Just","having","a","clean","good","looking","hotel","does","not","make","it","a","great","hotel","..."]
1264	1264_0	I would really recommend this hotel for couples who go into Vegas for the first time there's a lot to do and see the canal shops has a lot to offer and the casino is huge, the rooms are quite big and comfortable.	["I","would","really","recommend","this","hotel","for","couples","who","go","into","Vegas","for","the","first","time","there","'s","a","lot","to","do","and","see","the","canal","shops","has","a","lot","to","offer","and","the","casino","is","huge",",","the","rooms","are","quite","big","and","comfortable","."]
1266	1266_0	One of the best hotels I stayed at I'm Las Vegas	["One","of","the","best","hotels","I","stayed","at","I","'m","Las","Vegas"]
1268	1268_0	Amazing , best in Vegas	["Amazing",",","best","in","Vegas"]
1269	1269_0	After many trips to Vegas our Pallazo suite, Prestige Private Club status with concierge services/benefits, appies,, Bar, Breakfasts, Internet, Wi Fi etc all added up to luxury accommodation.	["After","many","trips","to","Vegas","our","Pallazo","suite",",","Prestige","Private","Club","status","with","concierge","services","/","benefits",",","appies",",",",","Bar",",","Breakfasts",",","Internet",",","Wi","Fi","etc","all","added","up","to","luxury","accommodation","."]
1269	1269_1	The resort, twin to Venetian are super quality in every respect!	["The","resort",",","twin","to","Venetian","are","super","quality","in","every","respect","!"]
1270	1270_0	My car was broken in through breaking from rear window at the guest's garage.	["My","car","was","broken","in","through","breaking","from","rear","window","at","the","guest","'s","garage","."]
1270	1270_1	I called the security who came quickly said that the hotel have not charged the parking fee (what about facilities fee which have charged extra) so I am on my own responsibility for myself and my belonglings even I were a guest of the hotel.	["I","called","the","security","who","came","quickly","said","that","the","hotel","have","not","charged","the","parking","fee","(","what","about","facilities","fee","which","have","charged","extra",")","so","I","am","on","my","own","responsibility","for","myself","and","my","belonglings","even","I","were","a","guest","of","the","hotel","."]
1270	1270_2	(where I supposed to park my car since I booked a 200 usd per night room)I asked for CCTV camera picture.	["(","where","I","supposed","to","park","my","car","since","I","booked","a","200","usd","per","night","room",")","I","asked","for","CCTV","camera","picture","."]
1270	1270_3	The security said the hotel does not have it in the garage.	["The","security","said","the","hotel","does","not","have","it","in","the","garage","."]
1270	1270_4	It seem like the hotel's garage is a big shopping mall for thieves then.	["It","seem","like","the","hotel","'s","garage","is","a","big","shopping","mall","for","thieves","then","."]
1270	1270_5	I asked for police station.	["I","asked","for","police","station","."]
1270	1270_6	He said he have no idea where to file a report.	["He","said","he","have","no","idea","where","to","file","a","report","."]
1270	1270_7	I have done contacting police by myself which said that it is almost impossible to get anything back since no one seem to care.	["I","have","done","contacting","police","by","myself","which","said","that","it","is","almost","impossible","to","get","anything","back","since","no","one","seem","to","care","."]
1270	1270_8	The other case was car stolen.	["The","other","case","was","car","stolen","."]
1270	1270_9	(Thanks to the thieve that did not steal my car then).	["(","Thanks","to","the","thieve","that","did","not","steal","my","car","then",")","."]
1270	1270_10	I have never felt unprotected when I parked my car in any hotel but here.	["I","have","never","felt","unprotected","when","I","parked","my","car","in","any","hotel","but","here","."]
1270	1270_11	whatif there is a thieve threaten my life.	["whatif","there","is","a","thieve","threaten","my","life","."]
1270	1270_12	what is the securities?	["what","is","the","securities","?"]
1271	1271_0	Very good food and very nice people working there I would go back any time.	["Very","good","food","and","very","nice","people","working","there","I","would","go","back","any","time","."]
1272	1272_0	I had a slight problem with getting my money that was on hold back but the Accts Rec department helped me out.	["I","had","a","slight","problem","with","getting","my","money","that","was","on","hold","back","but","the","Accts","Rec","department","helped","me","out","."]
1274	1274_0	Excellent stay in Venetian, it is great from all aspects!	["Excellent","stay","in","Venetian",",","it","is","great","from","all","aspects","!"]
1276	1276_0	Very good experience and excellent hotel!	["Very","good","experience","and","excellent","hotel","!"]
1277	1277_0	We stayed at new tower called ""Venezia Tower"" but we needed to walk long to get to the room from front entrance...	["We","stayed","at","new","tower","called","''","``","Venezia","Tower","''","''","but","we","needed","to","walk","long","to","get","to","the","room","from","front","entrance","..."]
1277	1277_1	but overall it was great hotel.	["but","overall","it","was","great","hotel","."]
1278	1278_0	mostly didn't stay in room but was really impressed by the size and the sunken living room	["mostly","did","n't","stay","in","room","but","was","really","impressed","by","the","size","and","the","sunken","living","room"]
1279	1279_0	We loved the Venetian.	["We","loved","the","Venetian","."]
1279	1279_1	In my opinion, it is one of the best...	["In","my","opinion",",","it","is","one","of","the","best","..."]
1279	1279_2	if not the best Hotel in Vegas.	["if","not","the","best","Hotel","in","Vegas","."]
1279	1279_3	The staff was so friendly and accommodating.	["The","staff","was","so","friendly","and","accommodating","."]
